,country,industry,marketcap,price,sector,avgvol
397,USA,Auto Parts,855,37.8,Consumer Goods,70
528,USA,Closed-End Fund - Equity,912,34.4,Financial,70
601,USA,Resorts & Casinos,871,32.65,Services,70
616,USA,REIT - Industrial,111,32.31,Financial,70
686,USA,Regional - Mid-Atlantic Banks,473,31.1,Financial,70
757,Argentina,Real Estate Development,1742,29.6,Financial,70
820,Canada,Business Software & Services,2163,28.4,Technology,70
842,USA,Restaurants,278,27.98,Services,70
855,USA,"Lumber, Wood Production",727,27.65,Industrial Goods,70
865,USA,Savings & Loans,800,27.5,Financial,70
961,USA,Diversified Electronics,858,25.75,Technology,70
992,USA,Diversified Investments,331,25.15,Financial,70
1006,China,Electric Utilities,13057,25,Utilities,70
1037,USA,Regional - Northeast Banks,466,24.3,Financial,70
1115,USA,Money Center Banks,672,23,Financial,70
1117,USA,Application Software,45,22.97,Technology,70
1349,USA,Semiconductor Equipment & Materials,401,19.65,Technology,70
1382,USA,Beverages - Brewers,378,19.2,Consumer Goods,70
1474,USA,Diversified Electronics,499,18.25,Technology,70
1608,USA,Property & Casualty Insurance,214,16.57,Financial,70
1613,USA,Oil & Gas Equipment & Services,1258,16.54,Basic Materials,70
1623,USA,Semiconductor - Specialized,391,16.36,Technology,70
1645,USA,Regional - Mid-Atlantic Banks,384,16.03,Financial,70
1660,UnitedKingdom,Diversified Machinery,405,15.8,Industrial Goods,70
1802,USA,Chemicals - Major Diversified,629,14.09,Basic Materials,70
1883,USA,Biotechnology,375,13.12,Healthcare,70
1918,Brazil,Residential Construction,171,12.62,Industrial Goods,70
1976,USA,Diversified Communication Services,231,11.95,Technology,70
2000,USA,Application Software,354,11.63,Technology,70
2018,USA,Communication Equipment,20,11.45,Technology,70
2132,UnitedKingdom,Biotechnology,327,10.11,Healthcare,70
2149,USA,Business Services,161,9.97,Services,70
2162,USA,Biotechnology,245,9.87,Healthcare,70
2232,China,Education & Training Services,309,9.27,Services,70
2255,USA,Trucking,119,9.01,Services,70
2295,USA,Savings & Loans,200,8.67,Financial,70
2394,USA,Broadcasting - Radio,149,7.68,Services,70
2509,USA,Restaurants,48,6.55,Services,70
2542,USA,Medical Instruments & Supplies,109,6.2,Healthcare,70
2599,USA,Education & Training Services,271,5.68,Services,70
2636,USA,Specialty Eateries,92,5.38,Services,70
2663,USA,Oil & Gas Pipelines,193,5.1,Basic Materials,70
2669,Ireland,Diagnostic Substances,123,5.1,Healthcare,70
2725,Germany,Computer Peripherals,86,4.57,Technology,70
2752,Greece,Shipping,172,4.36,Services,70
2846,USA,Farm Products,79,3.9,Consumer Goods,70
2847,USA,Resorts & Casinos,86,3.89,Services,70
2862,Ireland,Medical Instruments & Supplies,62,3.78,Healthcare,70
2872,USA,Communication Equipment,58,3.75,Technology,70
2972,USA,Medical Appliances & Equipment,189,3.15,Healthcare,70
2978,Australia,Drug Manufacturers - Other,27,3.12,Healthcare,70
3108,USA,Application Software,12,2.43,Technology,70
3148,China,Catalog & Mail Order Houses,148,2.3,Services,70
3216,USA,Oil & Gas Equipment & Services,91,1.92,Basic Materials,70
3239,USA,Drug Manufacturers - Major,10,1.81,Healthcare,70
3276,USA,Diversified Electronics,23,1.66,Technology,70
3320,USA,Oil & Gas Equipment & Services,35,1.47,Basic Materials,70
3368,USA,Industrial Metals & Minerals,30,1.3,Basic Materials,70
3376,China,Beverages - Brewers,33,1.26,Consumer Goods,70
3412,USA,Pollution & Treatment Controls,28,1.12,Industrial Goods,70
3436,USA,Industrial Electrical Equipment,25,1.04,Industrial Goods,70
3481,USA,Biotechnology,9,0.81,Healthcare,70
3516,USA,Gold,35,0.6,Basic Materials,70
3522,USA,Medical Appliances & Equipment,12,0.57,Healthcare,70
3575,USA,Auto Parts,5,0.24,Consumer Goods,70
6,Argentina,Electric Utilities,1101,49.7,Utilities,60
76,China,Telecom Services - Foreign,38080,47.47,Technology,60
127,USA,Diversified Utilities,669,45.62,Utilities,60
130,USA,Property & Casualty Insurance,1129,45.58,Financial,60
228,USA,Home Furnishings & Fixtures,497,42.45,Consumer Goods,60
300,USA,Business Services,1855,40.25,Services,60
315,USA,Consumer Services,516,40,Services,60
471,USA,Textile Industrial,659,35.87,Industrial Goods,60
506,USA,Regional - Northeast Banks,625,35.02,Financial,60
611,USA,Regional - Midwest Banks,626,32.48,Financial,60
627,USA,Processed & Packaged Goods,549,32.15,Consumer Goods,60
695,USA,Business Services,348,30.85,Services,60
819,USA,Aerospace/Defense Products & Services,326,28.45,Industrial Goods,60
895,USA,Closed-End Fund - Equity,1506,26.94,Financial,60
954,USA,Closed-End Fund - Debt,391,25.91,Financial,60
1001,USA,Education & Training Services,408,25.05,Services,60
1002,USA,Metal Fabrication,366,25.05,Industrial Goods,60
1060,USA,Technical Services,212,23.94,Services,60
1086,USA,Security & Protection Services,666,23.47,Services,60
1172,USA,Broadcasting - TV,21745,22.05,Services,60
1173,USA,Farm Products,636,22.03,Consumer Goods,60
1331,USA,Auto Manufacturers - Major,474,19.9,Consumer Goods,60
1335,Israel,Computer Peripherals,264,19.85,Technology,60
1341,UnitedKingdom,Sporting Activities,3388,19.8,Services,60
1383,USA,Rubber & Plastics,651,19.2,Consumer Goods,60
1538,USA,Asset Management,188,17.41,Financial,60
1565,USA,Savings & Loans,510,17.05,Financial,60
1601,USA,Residential Construction,392,16.65,Industrial Goods,60
1620,Singapore,Closed-End Fund - Foreign,291,16.41,Financial,60
1813,USA,Biotechnology,144,13.95,Healthcare,60
1854,USA,Oil & Gas Equipment & Services,201,13.43,Basic Materials,60
1907,SouthAfrica,Technical & System Software,300,12.76,Technology,60
1935,USA,Semiconductor - Integrated Circuits,284,12.5,Technology,60
1952,USA,Regional - Mid-Atlantic Banks,131,12.23,Financial,60
2057,USA,Personal Services,149,11,Services,60
2084,USA,Diversified Investments,222,10.56,Financial,60
2209,USA,Business Software & Services,190,9.55,Technology,60
2243,Israel,Biotechnology,114,9.15,Healthcare,60
2303,USA,Technical Services,394,8.6,Services,60
2324,Taiwan,Semiconductor Equipment & Materials,5220,8.41,Technology,60
2327,USA,Diversified Electronics,18,8.4,Technology,60
2377,USA,Sporting Goods,244,7.85,Consumer Goods,60
2423,USA,Business Services,144,7.43,Services,60
2446,USA,Industrial Equipment Wholesale,118,7.2,Services,60
2462,USA,Semiconductor Equipment & Materials,25,7.01,Technology,60
2465,Israel,Technical & System Software,142,6.98,Technology,60
2539,USA,Communication Equipment,125,6.23,Technology,60
2575,USA,Independent Oil & Gas,104,5.92,Basic Materials,60
2632,USA,Biotechnology,88,5.41,Healthcare,60
2648,USA,Beverages - Soft Drinks,234,5.25,Consumer Goods,60
2678,USA,Oil & Gas Equipment & Services,111,4.97,Basic Materials,60
2732,USA,Broadcasting - Radio,120,4.5,Services,60
2749,USA,Medical Laboratories & Research,82,4.38,Healthcare,60
2816,Israel,Property Management,295,4.03,Financial,60
2830,USA,REIT - Residential,61,3.94,Financial,60
2915,USA,Biotechnology,33,3.51,Healthcare,60
2946,USA,Investment Brokerage - Regional,42,3.3,Financial,60
3015,China,Steel & Iron,58,2.88,Basic Materials,60
3017,France,Medical Appliances & Equipment,84,2.87,Healthcare,60
3025,USA,Diversified Computer Systems,32,2.84,Technology,60
3038,Canada,Industrial Metals & Minerals,441,2.75,Basic Materials,60
3047,USA,Music & Video Stores,22,2.72,Services,60
3079,China,Networking & Communication Devices,28,2.59,Technology,60
3089,USA,Application Software,86,2.55,Technology,60
3103,USA,Research Services,21,2.45,Services,60
3188,USA,Medical Appliances & Equipment,9,2.09,Healthcare,60
3203,USA,Networking & Communication Devices,37,2.02,Technology,60
3222,USA,Biotechnology,33,1.9,Healthcare,60
3262,USA,Biotechnology,42,1.7,Healthcare,60
3279,USA,Semiconductor Equipment & Materials,58,1.65,Technology,60
3280,USA,Business Services,83,1.65,Services,60
3302,USA,Beverages - Soft Drinks,25,1.55,Consumer Goods,60
3305,USA,Long-Term Care Facilities,73,1.5,Healthcare,60
3316,USA,Food - Major Diversified,25,1.48,Consumer Goods,60
3349,USA,Semiconductor Equipment & Materials,70,1.37,Technology,60
3443,China,Internet Information Providers,82,1.02,Technology,60
3458,USA,Waste Management,30,0.95,Industrial Goods,60
17,USA,Regional - Midwest Banks,1291,49.45,Financial,50
150,USA,Management Services,371,44.95,Services,50
160,USA,Auto Dealerships,322,44.65,Services,50
174,USA,Regional - Mid-Atlantic Banks,759,44.2,Financial,50
181,USA,Communication Equipment,958,44.05,Technology,50
382,USA,Regional - Midwest Banks,321,38.15,Financial,50
406,USA,Home Furnishings & Fixtures,261,37.65,Consumer Goods,50
464,USA,Information Technology Services,429,36.15,Technology,50
489,USA,Regional - Midwest Banks,438,35.41,Financial,50
524,Bermuda,Real Estate Development,4429,34.52,Financial,50
808,USA,Diversified Machinery,331,28.65,Industrial Goods,50
885,USA,Railroads,284,27.15,Services,50
928,USA,Credit Services,301,26.31,Financial,50
994,USA,Scientific & Technical Instruments,340,25.15,Technology,50
1070,USA,Oil & Gas Refining & Marketing,804,23.75,Basic Materials,50
1105,USA,Regional - Northeast Banks,211,23.15,Financial,50
1255,USA,Diversified Electronics,840,20.9,Technology,50
1318,USA,Money Center Banks,546,20.1,Financial,50
1340,USA,Industrial Electrical Equipment,143,19.8,Industrial Goods,50
1489,USA,Property Management,406,18.1,Financial,50
1537,USA,Machine Tools & Accessories,226,17.42,Industrial Goods,50
1558,USA,Long-Term Care Facilities,650,17.1,Healthcare,50
1594,USA,Basic Materials Wholesale,580,16.7,Services,50
1595,USA,"Movie Production, Theaters",395,16.7,Services,50
1642,USA,Business Software & Services,285,16.1,Technology,50
1766,USA,Medical Instruments & Supplies,117,14.55,Healthcare,50
1771,USA,Regional - Northeast Banks,218,14.5,Financial,50
1817,USA,Internet Information Providers,390,13.92,Technology,50
1826,USA,REIT - Diversified,253,13.82,Financial,50
1853,USA,Biotechnology,167,13.44,Healthcare,50
1855,USA,REIT - Diversified,176,13.43,Financial,50
1858,USA,Asset Management,277,13.42,Financial,50
1875,USA,Regional - Southeast Banks,225,13.25,Financial,50
1890,USA,Oil & Gas Equipment & Services,193,12.97,Basic Materials,50
1896,USA,Manufactured Housing,108,12.85,Industrial Goods,50
1920,CaymanIslands,Water Utilities,190,12.6,Utilities,50
1921,USA,Farm Products,353,12.6,Consumer Goods,50
1965,Bermuda,Property & Casualty Insurance,110,12.05,Financial,50
1977,USA,Closed-End Fund - Equity,81,11.94,Financial,50
2032,USA,Railroads,295,11.25,Services,50
2034,USA,Asset Management,130,11.22,Financial,50
2056,USA,Medical Appliances & Equipment,49,11.03,Healthcare,50
2076,USA,Asset Management,736,10.67,Financial,50
2222,USA,Biotechnology,287,9.37,Healthcare,50
2257,USA,Broadcasting - TV,105,9,Services,50
2261,Israel,Biotechnology,128,9,Healthcare,50
2326,USA,Independent Oil & Gas,99,8.4,Basic Materials,50
2334,USA,Water Utilities,202,8.35,Utilities,50
2354,USA,Asset Management,130,8.11,Financial,50
2369,USA,Semiconductor - Broad Line,176,7.96,Technology,50
2463,Israel,Biotechnology,42,7,Healthcare,50
2500,USA,Building Materials Wholesale,178,6.65,Services,50
2525,USA,REIT - Hotel/Motel,90,6.45,Financial,50
2537,USA,Biotechnology,59,6.24,Healthcare,50
2642,Israel,Communication Equipment,172,5.33,Technology,50
2676,USA,Communication Equipment,50,5.01,Technology,50
2700,USA,Personal Products,66,4.76,Consumer Goods,50
2709,USA,Application Software,58,4.65,Technology,50
2775,USA,Biotechnology,67,4.22,Healthcare,50
2786,USA,Credit Services,91,4.15,Financial,50
2820,USA,Recreational Vehicles,68,4.01,Consumer Goods,50
2867,USA,Specialized Health Services,60,3.75,Healthcare,50
2908,USA,Application Software,77,3.55,Technology,50
2927,USA,Multimedia & Graphics Software,126,3.42,Technology,50
2943,HongKong,Pollution & Treatment Controls,8,3.31,Industrial Goods,50
2945,USA,Medical Instruments & Supplies,116,3.3,Healthcare,50
3078,USA,Aerospace/Defense - Major Diversified,9,2.6,Industrial Goods,50
3097,USA,Scientific & Technical Instruments,81,2.49,Technology,50
3274,USA,Electronics Wholesale,10,1.68,Services,50
3291,USA,Restaurants,42,1.6,Services,50
3308,HongKong,Diversified Utilities,78,1.5,Utilities,50
3322,USA,Restaurants,21,1.46,Services,50
3377,USA,Oil & Gas Equipment & Services,97,1.26,Basic Materials,50
3460,USA,Jewelry Stores,25,0.93,Services,50
3476,USA,Beverages - Soft Drinks,20,0.83,Consumer Goods,50
3526,USA,Specialty Chemicals,11,0.55,Basic Materials,50
3605,USA,Multimedia & Graphics Software,2,0.05,Technology,50
87,USA,Regional - Southeast Banks,836,47.1,Financial,40
118,USA,Diversified Machinery,743,45.95,Industrial Goods,40
175,USA,Research Services,806,44.2,Services,40
218,USA,Regional - Southwest  Banks,608,42.85,Financial,40
299,USA,Regional - Southeast Banks,609,40.25,Financial,40
319,USA,Water Utilities,659,39.91,Utilities,40
360,USA,Application Software,723,38.85,Technology,40
403,USA,Regional - Southeast Banks,864,37.7,Financial,40
494,USA,Regional - Midwest Banks,820,35.33,Financial,40
538,USA,Regional - Southeast Banks,385,34.2,Financial,40
540,Israel,Electronics Wholesale,715,34.2,Services,40
559,USA,Regional - Mid-Atlantic Banks,782,33.83,Financial,40
603,USA,Regional - Midwest Banks,601,32.62,Financial,40
677,USA,Diversified Machinery,811,31.21,Industrial Goods,40
813,USA,Regional - Northeast Banks,705,28.5,Financial,40
841,USA,Diagnostic Substances,374,28,Healthcare,40
848,USA,"Specialty Retail, Other",252,27.83,Services,40
910,USA,Diversified Machinery,310,26.57,Industrial Goods,40
911,USA,Regional - Pacific Banks,410,26.56,Financial,40
936,USA,Computers Wholesale,699,26.21,Services,40
949,USA,Industrial Metals & Minerals,319,26,Basic Materials,40
952,USA,REIT - Diversified,494,25.92,Financial,40
973,USA,Biotechnology,218,25.6,Healthcare,40
1033,USA,Medical Appliances & Equipment,165,24.35,Healthcare,40
1098,USA,Education & Training Services,399,23.2,Services,40
1121,USA,Grocery Stores,233,22.93,Services,40
1236,USA,"Tobacco Products, Other",401,21.13,Consumer Goods,40
1263,USA,"Specialty Retail, Other",236,20.77,Services,40
1310,USA,Regional - Pacific Banks,282,20.18,Financial,40
1405,USA,Medical Laboratories & Research,190,18.95,Healthcare,40
1412,USA,Textile - Apparel Footwear & Accessories,139,18.9,Consumer Goods,40
1414,USA,Sporting Activities,796,18.87,Services,40
1519,USA,Asset Management,285,17.76,Financial,40
1527,Ireland,Cement,7765,17.61,Industrial Goods,40
1549,USA,Property & Casualty Insurance,458,17.3,Financial,40
1550,USA,Real Estate Development,342,17.3,Financial,40
1553,USA,General Contractors,379,17.25,Industrial Goods,40
1824,USA,Regional - Mid-Atlantic Banks,158,13.85,Financial,40
1848,USA,Chemicals - Major Diversified,332,13.5,Basic Materials,40
1874,USA,"Tobacco Products, Other",119,13.25,Consumer Goods,40
1876,USA,Computer Peripherals,96,13.25,Technology,40
1916,Bermuda,Biotechnology,748,12.64,Healthcare,40
1942,USA,Catalog & Mail Order Houses,187,12.4,Services,40
1970,USA,Closed-End Fund - Debt,162,12,Financial,40
1979,USA,Asset Management,158,11.9,Financial,40
2011,Israel,Business Software & Services,560,11.52,Technology,40
2013,USA,Regional - Mid-Atlantic Banks,188,11.5,Financial,40
2051,USA,Oil & Gas Pipelines,163,11.1,Basic Materials,40
2059,USA,Asset Management,71,10.96,Financial,40
2069,USA,Oil & Gas Pipelines,597,10.75,Basic Materials,40
2114,USA,Savings & Loans,387,10.23,Financial,40
2120,USA,Closed-End Fund - Debt,284,10.19,Financial,40
2125,USA,Mortgage Investment,215,10.16,Financial,40
2146,USA,Regional - Midwest Banks,343,10,Financial,40
2188,USA,Scientific & Technical Instruments,91,9.7,Technology,40
2189,USA,Biotechnology,159,9.7,Healthcare,40
2202,USA,Diversified Machinery,161,9.6,Industrial Goods,40
2271,UnitedKingdom,Asset Management,84,8.93,Financial,40
2275,USA,Asset Management,185,8.89,Financial,40
2348,USA,Asset Management,113,8.15,Financial,40
2351,USA,Diversified Investments,186,8.15,Financial,40
2356,USA,Restaurants,124,8.06,Services,40
2372,USA,Biotechnology,82,7.95,Healthcare,40
2428,USA,Wireless Communications,128,7.37,Technology,40
2450,USA,Closed-End Fund - Debt,182,7.17,Financial,40
2515,USA,Asset Management,200,6.5,Financial,40
2543,USA,Textile - Apparel Clothing,69,6.19,Consumer Goods,40
2566,USA,Conglomerates,26,5.98,Conglomerates,40
2582,Australia,Biotechnology,527,5.84,Healthcare,40
2591,USA,Computer Based Systems,57,5.76,Technology,40
2629,USA,Drug Manufacturers - Other,25,5.45,Healthcare,40
2634,USA,Sporting Activities,76,5.4,Services,40
2641,USA,Biotechnology,219,5.34,Healthcare,40
2647,USA,"Specialty Retail, Other",84,5.25,Services,40
2671,Israel,Security & Protection Services,112,5.06,Services,40
2693,USA,Publishing - Newspapers,103,4.8,Services,40
2701,Israel,Biotechnology,155,4.75,Healthcare,40
2738,Israel,Biotechnology,122,4.45,Healthcare,40
2782,USA,Management Services,186,4.17,Services,40
2848,USA,Biotechnology,99,3.88,Healthcare,40
2866,USA,Apparel Stores,36,3.75,Services,40
2891,USA,Biotechnology,42,3.64,Healthcare,40
2920,USA,Biotechnology,61,3.49,Healthcare,40
2922,USA,Diversified Utilities,62,3.45,Utilities,40
2924,USA,Technical & System Software,58,3.44,Technology,40
2983,USA,Electronic Equipment,23,3.09,Consumer Goods,40
3007,China,Packaging & Containers,10,2.94,Consumer Goods,40
3009,Singapore,Medical Laboratories & Research,79,2.94,Healthcare,40
3046,HongKong,Rubber & Plastics,44,2.72,Consumer Goods,40
3058,HongKong,Industrial Metals & Minerals,66,2.67,Basic Materials,40
3059,USA,Resorts & Casinos,45,2.67,Services,40
3067,USA,Restaurants,76,2.64,Services,40
3069,USA,Restaurants,8,2.63,Services,40
3111,USA,Internet Software & Services,46,2.42,Technology,40
3179,USA,Oil & Gas Drilling & Exploration,38,2.15,Basic Materials,40
3242,USA,Application Software,30,1.8,Technology,40
3266,USA,Security & Protection Services,5,1.7,Services,40
3309,USA,Personal Products,28,1.5,Consumer Goods,40
3312,Israel,Biotechnology,48,1.48,Healthcare,40
3318,USA,Electronics Wholesale,16,1.47,Services,40
3321,USA,Electronic Equipment,36,1.46,Consumer Goods,40
3346,USA,Auto Parts,29,1.38,Consumer Goods,40
3366,Canada,Jewelry Stores,24,1.3,Services,40
3382,USA,Textile - Apparel Footwear & Accessories,12,1.23,Consumer Goods,40
3383,China,Real Estate Development,52,1.23,Financial,40
3468,USA,Technical Services,23,0.87,Services,40
3469,USA,Home Furnishings & Fixtures,13,0.87,Consumer Goods,40
43,USA,Technical Services,531,48.43,Services,30
205,USA,Savings & Loans,326,43.22,Financial,30
237,USA,Regional - Northeast Banks,659,42.13,Financial,30
339,USA,Oil & Gas Pipelines,648,39.45,Basic Materials,30
369,USA,Regional - Midwest Banks,511,38.54,Financial,30
405,USA,Regional - Southwest Banks,507,37.65,Financial,30
410,USA,Home Furnishings & Fixtures,399,37.6,Consumer Goods,30
422,USA,Medical Laboratories & Research,782,37.3,Healthcare,30
491,USA,Regional - Midwest Banks,596,35.37,Financial,30
498,USA,Specialty Chemicals,382,35.2,Basic Materials,30
508,USA,Regional - Northeast Banks,693,35,Financial,30
514,USA,Home Health Care,410,34.8,Healthcare,30
534,USA,Regional - Mid-Atlantic Banks,433,34.26,Financial,30
568,USA,Regional - Southwest  Banks,412,33.53,Financial,30
588,USA,Industrial Electrical Equipment,312,33.09,Industrial Goods,30
629,USA,Application Software,476,32.1,Technology,30
651,USA,Independent Oil & Gas,804,31.7,Basic Materials,30
754,USA,Asset Management,865,29.65,Financial,30
764,USA,Regional - Mid-Atlantic Banks,369,29.44,Financial,30
781,USA,Property & Casualty Insurance,1209,29.12,Financial,30
800,USA,Regional - Mid-Atlantic Banks,494,28.73,Financial,30
809,USA,Business Services,259,28.64,Services,30
847,USA,Regional - Mid-Atlantic Banks,580,27.84,Financial,30
927,USA,Regional - Mid-Atlantic Banks,333,26.32,Financial,30
933,USA,Regional - Northeast Banks,413,26.24,Financial,30
942,USA,Money Center Banks,423,26.15,Financial,30
958,USA,Auto Parts,299,25.8,Consumer Goods,30
962,USA,Regional - Northeast Banks,487,25.75,Financial,30
990,USA,Diversified Electronics,249,25.17,Technology,30
995,USA,Regional - Southwest  Banks,407,25.15,Financial,30
1143,USA,Farm Products,322,22.4,Consumer Goods,30
1144,USA,Mortgage Investment,282,22.4,Financial,30
1174,USA,Regional - Pacific Banks,227,22,Financial,30
1177,USA,Regional - Mid-Atlantic Banks,219,22,Financial,30
1252,USA,Metal Fabrication,207,20.93,Industrial Goods,30
1280,USA,Property & Casualty Insurance,246,20.55,Financial,30
1281,USA,Independent Oil & Gas,352,20.55,Basic Materials,30
1315,USA,Communication Equipment,168,20.15,Technology,30
1368,Netherlands,Biotechnology,371,19.4,Healthcare,30
1388,USA,Steel & Iron,188,19.14,Basic Materials,30
1419,USA,Property & Casualty Insurance,199,18.8,Financial,30
1433,Israel,Communication Equipment,154,18.6,Technology,30
1532,USA,Regional - Mid-Atlantic Banks,266,17.54,Financial,30
1596,USA,Regional - Mid-Atlantic Banks,217,16.7,Financial,30
1611,USA,Farm & Construction Machinery,244,16.55,Industrial Goods,30
1703,USA,Savings & Loans,279,15.34,Financial,30
1722,USA,Communication Equipment,81,15.17,Technology,30
1738,USA,Wireless Communications,285,14.95,Technology,30
1751,USA,Regional - Midwest Banks,411,14.75,Financial,30
1822,USA,Biotechnology,97,13.85,Healthcare,30
1840,Argentina,Major Integrated Oil & Gas,2801,13.59,Basic Materials,30
1909,USA,Recreational Vehicles,450,12.74,Consumer Goods,30
1910,USA,Biotechnology,296,12.71,Healthcare,30
1950,USA,Communication Equipment,179,12.25,Technology,30
2006,USA,"Air Services, Other",150,11.57,Services,30
2031,USA,Biotechnology,157,11.25,Healthcare,30
2052,UnitedKingdom,Drug Manufacturers - Other,686,11.08,Healthcare,30
2082,USA,Regional - Northeast Banks,248,10.6,Financial,30
2085,USA,Education & Training Services,165,10.54,Services,30
2101,USA,Communication Equipment,182,10.35,Technology,30
2130,USA,Medical Appliances & Equipment,135,10.12,Healthcare,30
2175,Switzerland,Biotechnology,356,9.76,Healthcare,30
2186,USA,Restaurants,150,9.7,Services,30
2198,USA,Insurance Brokers,511,9.62,Financial,30
2213,USA,Closed-End Fund - Debt,144,9.5,Financial,30
2267,USA,Aerospace/Defense Products & Services,81,8.95,Industrial Goods,30
2272,USA,Publishing - Newspapers,68,8.93,Services,30
2289,USA,Security & Protection Services,171,8.75,Services,30
2329,Israel,Application Software,373,8.38,Technology,30
2374,USA,Application Software,483,7.91,Technology,30
2376,USA,Independent Oil & Gas,46,7.86,Basic Materials,30
2388,Israel,Communication Equipment,424,7.74,Technology,30
2410,USA,Closed-End Fund - Foreign,64,7.54,Financial,30
2433,Colombia,General Building Materials,254,7.35,Industrial Goods,30
2467,USA,Diversified Investments,65,6.96,Financial,30
2479,USA,Computer Peripherals,74,6.82,Technology,30
2510,USA,Industrial Electrical Equipment,104,6.55,Industrial Goods,30
2534,USA,Staffing & Outsourcing Services,77,6.25,Services,30
2554,USA,Medical Appliances & Equipment,49,6.07,Healthcare,30
2562,USA,Oil & Gas Equipment & Services,73,6,Basic Materials,30
2601,USA,Steel & Iron,40,5.68,Basic Materials,30
2609,Brazil,Diversified Communication Services,3804,5.63,Technology,30
2615,USA,Investment Brokerage - National,119,5.6,Financial,30
2664,USA,Information Technology Services,80,5.1,Technology,30
2680,USA,Hospitals,67,4.96,Healthcare,30
2681,Canada,Oil & Gas Equipment & Services,125,4.95,Basic Materials,30
2689,USA,Medical Instruments & Supplies,19,4.86,Healthcare,30
2690,USA,Drugs - Generic,52,4.85,Healthcare,30
2694,China,Auto Parts,152,4.8,Consumer Goods,30
2704,USA,Application Software,53,4.71,Technology,30
2751,USA,Nonmetallic Mineral Mining,601,4.37,Basic Materials,30
2755,USA,Cleaning Products,43,4.34,Consumer Goods,30
2757,USA,Semiconductor Equipment & Materials,55,4.33,Technology,30
2793,USA,Printed Circuit Boards,43,4.12,Technology,30
2812,USA,Biotechnology,58,4.05,Healthcare,30
2819,USA,Biotechnology,49,4.01,Healthcare,30
2832,USA,Independent Oil & Gas,8,3.93,Basic Materials,30
2837,USA,Biotechnology,38,3.92,Healthcare,30
2842,Canada,Food - Major Diversified,102,3.9,Consumer Goods,30
2849,USA,Biotechnology,43,3.88,Healthcare,30
2855,China,Internet Information Providers,258,3.85,Technology,30
2896,USA,Drug Manufacturers - Other,39,3.62,Healthcare,30
2903,USA,Computer Peripherals,26,3.58,Technology,30
2931,USA,Medical Laboratories & Research,14,3.4,Healthcare,30
2986,Israel,Biotechnology,80,3.07,Healthcare,30
2994,Taiwan,Multimedia & Graphics Software,35,3.04,Technology,30
3012,USA,Savings & Loans,12,2.91,Financial,30
3033,Israel,Information Technology Services,55,2.77,Technology,30
3035,USA,Savings & Loans,64,2.75,Financial,30
3037,USA,Independent Oil & Gas,628,2.75,Basic Materials,30
3050,USA,Diversified Electronics,24,2.7,Technology,30
3104,HongKong,Industrial Electrical Equipment,13,2.45,Industrial Goods,30
3105,USA,Home Furnishings & Fixtures,28,2.45,Consumer Goods,30
3122,USA,Education & Training Services,61,2.4,Services,30
3129,USA,Computer Peripherals,23,2.37,Technology,30
3174,USA,Biotechnology,13,2.16,Healthcare,30
3180,CaymanIslands,Property & Casualty Insurance,12,2.15,Financial,30
3217,USA,Rental & Leasing Services,19,1.92,Services,30
3261,USA,Residential Construction,6,1.7,Industrial Goods,30
3275,CaymanIslands,Diversified Electronics,44,1.67,Technology,30
3303,USA,Industrial Electrical Equipment,14,1.5,Industrial Goods,30
3307,USA,Asset Management,7,1.5,Financial,30
3332,USA,Education & Training Services,34,1.42,Services,30
3379,China,Drug Stores,33,1.24,Services,30
3393,USA,Accident & Health Insurance,49,1.19,Financial,30
3441,USA,Gaming Activities,33,1.02,Services,30
3456,USA,Textile - Apparel Clothing,11,0.95,Consumer Goods,30
96,USA,Home Furnishings & Fixtures,374,46.78,Consumer Goods,20
119,USA,Industrial Equipment Wholesale,574,45.95,Services,20
139,USA,Regional - Midwest Banks,564,45.35,Financial,20
159,SouthKorea,Foreign Regional Banks,9947,44.69,Financial,20
162,USA,Diversified Investments,634,44.6,Financial,20
193,USA,Auto Parts,161,43.55,Consumer Goods,20
203,USA,Biotechnology,311,43.33,Healthcare,20
235,USA,Scientific & Technical Instruments,279,42.2,Technology,20
366,USA,Water Utilities,353,38.56,Utilities,20
385,USA,Regional - Southeast Banks,791,38.02,Financial,20
411,USA,Savings & Loans,329,37.59,Financial,20
448,USA,Regional - Pacific Banks,277,36.49,Financial,20
527,USA,Trucking,212,34.43,Services,20
532,USA,Regional - Northeast Banks,266,34.34,Financial,20
553,USA,Water Utilities,441,33.9,Utilities,20
556,USA,Regional - Pacific Banks,240,33.85,Financial,20
694,USA,Diversified Communication Services,360,30.86,Technology,20
698,USA,Processed & Packaged Goods,304,30.75,Consumer Goods,20
718,USA,Money Center Banks,554,30.3,Financial,20
722,USA,Farm Products,372,30.13,Consumer Goods,20
749,USA,Textile - Apparel Footwear & Accessories,306,29.72,Consumer Goods,20
768,Chile,Beverages - Soft Drinks,4481,29.28,Consumer Goods,20
771,USA,Regional - Southeast Banks,203,29.25,Financial,20
804,USA,Property & Casualty Insurance,615,28.69,Financial,20
843,Canada,Business Services,3190,27.95,Services,20
852,USA,Packaging & Containers,210,27.8,Consumer Goods,20
870,USA,Asset Management,676,27.4,Financial,20
890,USA,Regional - Northeast Banks,423,27.01,Financial,20
906,USA,Textile - Apparel Clothing,408,26.71,Consumer Goods,20
912,USA,Savings & Loans,201,26.55,Financial,20
